"carat","cut","color","clarity","depth","table","price","x","y","z","V11"
"22231",1.26,"Very Good","F","VS1",62.5,58,7721,6.83,6.94,4.3,0.596360908355564
"22232",1.25,"Very Good","E","VS1",61.5,59,6077,6.91,6.95,4.26,0.345087840454653
"22233",1.55,"Ideal","I","VS1",61.2,55,NA,7.49,7.47,4.58,0.063162736594677
"22234",1.6,"Premium","F","SI2",58.7,58,9765,7.76,7.68,4.53,0.620812179520726
"22235",1.07,"Ideal","E","VVS2",61.7,57,10325,6.61,6.55,4.06,0.779915395192802
"22236",1.5,"Good","H","VS2",63.6,58,5550,7.22,7.27,4.61,0.571012091822922
"22237",1.5,"Good","H","VS2",61.2,61,5720,7.25,7.32,4.46,0.470376660814509
"22238",1.5,"Premium","H","VS2",62.2,58,8818,7.27,7.36,4.55,0.76143262302503
"22239",1.5,"Premium","H","VS2",60.8,59,NA,7.34,7.36,4.47,0.00494531937874854
"22240",1.52,"Premium","D","SI2",59.2,62,8114,7.51,7.46,4.43,0.150070472154766
"22241",1.08,"Ideal","E","VS1",61.7,55,11266,6.58,6.61,4.07,0.389549482148141
"22242",1.61,"Very Good","E","SI2",62.6,60,7478,7.39,7.49,4.66,0.86930006952025
"22243",1.21,"Ideal","G","VVS1",61,57,NA,6.87,6.93,4.21,0.0606433819048107
"22244",1.08,"Ideal","E","VVS2",62.5,57,14596,6.52,6.57,4.09,0.717115523293614
"22245",1.52,"Premium","I","VS1",60.6,57,8457,7.51,7.44,4.53,0.773352782242
"22246",1.46,"Ideal","G","VS2",62.3,56,10066,7.28,7.2,4.51,0.603043437469751
"22247",1.5,"Good","D","SI2",61.9,61,5040,7.31,7.38,4.55,0.192856102716178
"22248",1.26,"Premium","G","VVS2",62.7,58,9625,6.95,6.86,4.33,0.925236912444234
"22249",1.23,"Ideal","G","VVS2",60.3,57,10618,6.98,6.97,4.21,0.651723893592134
"22250",1.23,"Ideal","G","VVS2",61,57,14511,6.93,6.9,4.22,0.374017998110503
"22251",1.12,"Ideal","G","VVS2",61.5,57,13427,6.65,6.67,4.1,0.701050348579884
"22252",2.14,"Premium","J","SI2",58.4,58,NA,8.52,8.5,4.97,0.0650555435568094
"22253",1.52,"Premium","D","SI2",61.4,54,8668,7.51,7.43,4.59,0.356086944695562
"22254",1.18,"Ideal","G","VVS2",61.3,55,13103,6.86,6.81,4.19,0.214229992125183
"22255",1.59,"Very Good","I","VS2",61.1,58.6,7121,7.49,7.53,4.59,0.277049536816776
"22256",1.71,"Ideal","J","VS1",62.4,56,14073,7.59,7.63,4.75,0.791808750014752
"22257",1.4,"Ideal","G","VS2",61.7,56,11076,7.2,7.25,4.46,0.246577276615426
"22258",1.86,"Ideal","J","VS2",62.6,56,13660,7.95,7.87,4.95,0.243530455976725
"22259",1.08,"Ideal","E","VVS2",61.8,56,11177,6.55,6.59,4.06,0.773034250596538
"22260",1.14,"Ideal","G","IF",61.1,57,11112,6.7,6.76,4.11,0.477902791462839
"22261",1.51,"Very Good","H","SI1",62.8,55,7205,7.29,7.32,4.59,0.825732495402917
"22262",1.09,"Ideal","E","VVS2",61.6,56,11069,6.6,6.64,4.08,0.441542951157317
"22263",1.04,"Premium","D","VVS2",60.8,58,8359,6.53,6.49,3.96,0.955839194124565
"22264",1.54,"Premium","E","SI1",62.7,58,9913,7.37,7.3,4.6,0.585661249468103
"22265",1.15,"Ideal","F","VS1",61.1,55,10207,6.76,6.82,4.15,0.549459658330306
"22266",1.52,"Ideal","F","SI2",61.8,58,14726,7.38,7.4,4.57,0.935516463359818
"22267",1.69,"Very Good","E","SI2",62.6,59,6663,7.53,7.61,4.74,0.547077067196369
"22268",1.23,"Ideal","G","VVS2",62.2,55,14832,6.86,6.9,4.28,0.147260172758251
"22269",1.23,"Ideal","G","VVS2",62.7,56,12496,6.81,6.84,4.28,0.809993175091222
"22270",1.51,"Very Good","H","VS2",63,57,7184,7.25,7.3,4.58,0.546333158388734
"22271",1.27,"Very Good","G","VVS2",61.5,58,6054,6.9,6.96,4.26,0.529162954073399
"22272",1.13,"Ideal","F","VVS2",61.4,56,14730,6.77,6.72,4.14,0.928482725052163
"22273",1.1,"Very Good","F","VVS1",62.2,59,7530,6.56,6.69,4.12,0.176162614719942
"22274",1.52,"Premium","H","SI1",60.1,60,9091,7.47,7.45,4.48,0.76279498450458
"22275",1.52,"Premium","H","SI1",62.5,58,9723,7.34,7.28,4.57,0.385692374547943
"22276",1.7,"Premium","I","SI1",62,59,8657,7.59,7.64,4.72,0.456349773565307
"22277",1.51,"Very Good","H","SI1",60.6,59,6670,7.41,7.45,4.5,0.195026325760409
"22278",1.56,"Premium","H","VS2",62.4,58,9299,7.44,7.39,4.63,0.725134509382769
"22279",1.5,"Premium","I","IF",62.9,58,9961,7.31,7.21,4.57,0.187465480528772
"22280",1.09,"Ideal","E","VVS2",60.9,56,11003,6.66,6.7,4.07,0.616573780309409
"22281",1.56,"Ideal","I","VS2",61.8,56,12129,7.41,7.45,4.59,0.699288891162723
"22282",1.7,"Premium","H","VS2",60.6,58,9101,7.72,7.65,4.66,0.198221815982834
"22283",1.7,"Ideal","H","VS2",62.8,55,14502,7.61,7.54,4.76,0.345609351526946
"22284",1.7,"Premium","H","VS2",59,58,NA,7.77,7.72,4.57,0.0207475887145847
"22285",1.21,"Ideal","D","VS1",61,57,11389,6.88,6.85,4.19,0.528238355880603
"22286",1.57,"Very Good","I","VS1",59.7,61,7146,7.51,7.62,4.52,0.971519731683657
"22287",1.7,"Premium","H","VVS2",61.4,58,9424,7.66,7.62,4.69,0.953530890867114
"22288",1.58,"Ideal","I","VS2",61.1,55,13675,7.48,7.53,4.59,0.817421218380332
"22289",1.66,"Ideal","F","SI2",62.6,59,11673,7.53,7.57,4.73,0.540140199707821
"22290",1.42,"Premium","F","VS1",58.4,59,8284,7.36,7.32,4.29,0.402414360782132
"22291",1.53,"Ideal","E","SI2",61.2,57,14088,7.42,7.46,4.55,0.636671357322484
"22292",2.18,"Very Good","E","I1",62,60,6342,8.25,8.33,5.14,0.726474500959739
"22293",1.6,"Very Good","H","SI2",61.1,57,7161,7.55,7.5,4.6,0.909867701819167
"22294",1.29,"Premium","F","VS1",60.9,58,9062,6.97,7.01,4.26,0.760010385653004
"22295",1.7,"Very Good","I","SI1",63.1,57,7021,7.51,7.46,4.72,0.428121932316571
"22296",1.01,"Premium","F","VVS1",60.8,58,8415,6.55,6.48,3.96,0.406191620975733
"22297",1.27,"Ideal","G","VVS2",62.4,53.3,10424,6.94,6.95,4.33,0.644704666221514
"22298",1.17,"Ideal","G","VVS1",61.7,57,13120,6.84,6.9,4.13,0.957078287610784
"22299",1.23,"Ideal","F","VS2",62.4,54,11542,6.84,6.87,4.28,0.550041260197759
"22300",1.58,"Ideal","H","SI1",62.5,57,11944,7.43,7.39,4.63,0.509102563140914
"22301",1.6,"Very Good","I","VS2",60,58,6332,7.61,7.68,4.59,0.24120964249596
"22302",1,"Very Good","F","IF",60.1,57,7666,6.45,6.52,3.9,0.550198739394546
"22303",1.65,"Ideal","H","SI2",61.6,55,14280,7.58,7.62,4.68,0.264012158382684
"22304",1.54,"Premium","I","VS1",61.6,58,NA,7.42,7.39,4.56,0.0516001952346414
"22305",1.54,"Very Good","I","VS1",61.1,63,6876,7.43,7.36,4.52,0.541303344536573
"22306",1.54,"Good","I","VS1",63.6,60,4506,7.33,7.3,4.65,0.336306371260434
"22307",1.04,"Premium","E","VVS1",62.5,59,9114,6.41,6.46,4.02,0.507948884973302
"22308",1.1,"Ideal","D","VS2",61.7,56,13431,6.63,6.67,4.1,0.58492927858606
"22309",1.61,"Premium","J","IF",62.1,58,8765,7.53,7.47,4.66,0.965858550975099
"22310",1.4,"Very Good","G","VS2",60.1,62,6696,7.16,7.25,4.33,0.180866486625746
"22311",1.17,"Ideal","F","VVS2",61.9,54,14273,6.76,6.82,4.2,0.644266607472673
"22312",1.21,"Ideal","E","VS1",62.4,57,12814,6.75,6.83,4.24,0.526488571893424
"22313",1.5,"Fair","G","SI1",64.5,57,NA,7.15,7.09,4.59,0.0653977473266423
"22314",1.21,"Ideal","D","VS2",60.9,60,13529,6.91,6.86,4.19,0.745603861985728
"22315",1.59,"Very Good","H","SI1",62.2,58,7430,7.45,7.48,4.64,0.381088689202443
"22316",1.5,"Very Good","E","SI1",63.2,59,6468,7.24,7.2,4.56,0.377524163806811
"22317",1.58,"Ideal","J","VVS1",61.5,56,11904,7.48,7.5,4.61,0.431661505019292
"22318",1.63,"Ideal","E","SI2",61.7,57,12408,7.5,7.54,4.64,0.423555082874373
"22319",1.31,"Ideal","G","VS1",62,58,12988,6.97,7.02,4.34,0.95687289792113
"22320",1.62,"Premium","I","VS1",61.7,59,8768,7.55,7.47,4.63,0.281662967056036
"22321",1.57,"Ideal","E","SI2",61.4,56,11481,7.44,7.52,4.59,0.311782970558852
"22322",1.51,"Very Good","D","SI2",63.3,58,6085,7.25,7.28,4.6,0.175760517828166
"22323",1.65,"Ideal","I","SI1",61.7,55,12769,7.6,7.63,4.7,0.431469763861969
"22324",1.26,"Premium","E","VS1",60.7,58,9655,7.02,7.04,4.27,0.956925121834502
"22325",1.26,"Ideal","G","VVS2",60.7,56,10565,7.03,7.05,4.27,0.956854342948645
"22326",1.2,"Ideal","F","VS1",62.1,58,14268,6.78,6.84,4.23,0.917769557330757
"22327",1.16,"Ideal","G","IF",59.9,57,14794,6.85,6.93,4.13,0.44199674623087
"22328",1.26,"Ideal","G","VS1",62.2,54,14750,6.89,6.98,4.31,0.314875058131292
"22329",1.5,"Very Good","F","SI1",63,55,6956,7.27,7.31,4.59,0.152180242817849
"22330",1.5,"Fair","D","SI1",65.1,59,3156,7.1,7.01,4.59,0.416840696940199
"22331",1.7,"Premium","F","SI2",61.8,60,9060,7.64,7.56,4.7,0.312346222111955
"22332",1.4,"Very Good","G","VS2",62.2,61,6575,7.09,7.13,4.42,0.183204183122143
"22333",1.21,"Ideal","G","VVS2",62,56,13384,6.8,6.84,4.23,0.771709485445172
"22334",1.35,"Ideal","G","VS1",61.5,56,10209,7.15,7.12,4.39,0.61996036907658
"22335",1.5,"Very Good","H","SI1",60.6,60,7920,7.45,7.36,4.49,0.366987205808982
"22336",1.55,"Ideal","I","VS1",61.5,54,10015,7.42,7.58,4.61,0.255343418335542
"22337",1.02,"Ideal","E","VVS2",61.5,57,11656,6.55,6.5,4.01,0.652176534524187
"22338",1.1,"Premium","E","VVS2",60.1,58,8652,6.69,6.76,4.04,0.19521829020232
"22339",1.24,"Premium","E","VS1",59.9,61,8897,6.99,6.96,4.18,0.91269989637658
"22340",1.24,"Premium","G","VVS2",59.9,60,9674,7,6.98,4.19,0.933854554081336
"22341",2.01,"Ideal","I","SI1",62.8,57,12856,8.04,7.98,5.03,0.820106295635924
"22342",1.27,"Premium","G","VVS2",61,58,9132,7.01,6.96,4.26,0.564281780039892
"22343",1.52,"Ideal","I","VS1",60.7,60,12716,7.4,7.42,4.5,0.471808359958231
"22344",1.24,"Ideal","G","VVS2",61.4,58,12178,6.88,6.92,4.24,0.873926418134943
"22345",1.13,"Ideal","G","VVS2",61.6,57,13269,6.66,6.75,4.13,0.506705950479954
"22346",1.7,"Premium","I","VS2",61.9,56,9748,7.55,7.5,4.66,0.634896739618853
"22347",1.56,"Ideal","F","SI2",61.6,56,13982,7.45,7.41,4.58,0.491086460882798
"22348",1.53,"Premium","H","SI1",59.5,59,9743,7.53,7.46,4.46,0.642343677813187
"22349",1.56,"Ideal","I","VS1",61.2,59,12239,7.43,7.5,4.57,0.88809652114287
"22350",2.01,"Premium","J","VS2",58.6,61,9195,8.18,8.14,4.78,0.259694563690573
"22351",0.31,"Very Good","I","VS1",63.5,57,7537,4.28,4.26,2.71,0.588296915637329
"22352",0.31,"Ideal","H","VS2",62.2,55,12720,4.39,4.36,2.72,0.613618424860761
"22353",0.31,"Ideal","H","VS2",62.2,53,NA,4.43,4.38,2.74,0.027460454730317
"22354",0.31,"Premium","H","VS2",60,60,NA,4.43,4.4,2.65,0.0547407867852598
"22355",0.31,"Ideal","H","VS2",62.2,55,12265,4.39,4.35,2.72,0.242124423617497
"22356",0.31,"Premium","H","VS2",62.5,54,8760,4.39,4.35,2.73,0.172949242405593
"22357",0.31,"Ideal","H","VS2",61.9,55,11809,4.38,4.35,2.7,0.428818740649149
"22358",0.31,"Ideal","H","VS2",62.2,55,14089,4.37,4.35,2.71,0.239242191892117
"22359",0.31,"Ideal","H","VS2",61.5,57,13407,4.38,4.33,2.68,0.632156852865592
"22360",0.31,"Ideal","H","VS2",62.6,57,14541,4.38,4.34,2.73,0.962200234178454
"22361",0.31,"Premium","H","VS2",62.2,59,8207,4.38,4.34,2.71,0.78416450205259
"22362",0.31,"Very Good","H","VS2",63.2,57,7752,4.35,4.32,2.74,0.735736404778436
"22363",0.31,"Premium","H","VS2",61.3,60,8874,4.36,4.32,2.66,0.77201920398511
"22364",0.31,"Ideal","H","VS2",62.4,55,12434,4.36,4.33,2.71,0.1875422867015
"22365",0.31,"Very Good","H","VS2",60.5,63,7466,4.37,4.33,2.63,0.841204859316349
"22366",0.31,"Ideal","H","VS2",62.1,55,11597,4.35,4.32,2.69,0.733959718374535
"22367",0.31,"Very Good","H","VS2",63.5,57,6866,4.34,4.32,2.75,0.828232895117253
"22368",0.31,"Premium","H","VS2",62.7,59,9566,4.32,4.29,2.7,0.433267423184589
"22369",0.31,"Very Good","H","VS2",63.2,58,7980,4.33,4.31,2.73,0.606196646811441
"22370",0.31,"Premium","H","VS2",62.2,58,8646,4.34,4.31,2.69,0.590573864290491
"22371",0.31,"Premium","H","VS2",62.4,59,8213,4.34,4.31,2.7,0.910372275160626
"22372",0.31,"Very Good","H","VS2",63.1,58,6420,4.34,4.31,2.73,0.248710378538817
"22373",0.31,"Ideal","H","VS2",62.6,57,11708,4.35,4.31,2.71,0.459188824752346
"22374",0.31,"Premium","H","VS2",62.5,60,9569,4.36,4.31,2.71,0.860476719448343
"22375",0.31,"Ideal","H","VS2",63,57,14096,4.34,4.32,2.73,0.943527564173564
"22376",0.31,"Ideal","H","VS2",63,57,14970,4.34,4.32,2.73,0.797686020145193
"22377",0.31,"Very Good","H","VS2",63.1,57,7036,4.32,4.27,2.71,0.664812564384192
"22378",0.31,"Very Good","H","VS2",63.1,57,7369,4.31,4.28,2.71,0.151669904123992
"22379",0.31,"Very Good","H","VS2",63.1,58,7198,4.32,4.27,2.71,0.145525816129521
"22380",0.31,"Fair","G","VVS2",65.5,58,NA,4.25,4.24,2.78,0.0290334748569876
"22381",1.51,"Premium","I","VS1",61.1,61,9979,7.37,7.32,4.49,0.459027553908527
"22382",1.5,"Ideal","I","VS1",62.2,54,10048,7.33,7.4,4.57,0.162767728790641
"22383",1.01,"Premium","D","VVS2",62.4,60,9046,6.36,6.31,3.95,0.494945547310635
"22384",1.31,"Very Good","D","VS2",59.5,61,NA,7.16,7.19,4.27,0.0867869954090565
"22385",1.1,"Ideal","D","VVS2",61,56,10423,6.67,6.73,4.09,0.675364289432764
"22386",1.51,"Premium","H","VS2",60.6,58,8871,7.42,7.36,4.48,0.168217903701589
"22387",2.01,"Premium","J","SI1",59.8,57,9114,8.17,8.13,4.87,0.626301004784182
"22388",1.11,"Ideal","F","VVS1",61.9,57,11617,6.62,6.66,4.11,0.551178907742724
"22389",2.02,"Ideal","I","SI2",62.2,57,12293,8.06,7.99,4.99,0.50998516776599
"22390",1.37,"Premium","G","VS1",58.3,60,8291,7.35,7.3,4.27,0.489623292349279
"22391",1.35,"Premium","G","VS1",61,59,8667,7.15,7.09,4.34,0.35661903093569
"22392",2,"Good","G","SI2",64.3,60,4021,7.87,7.83,5.05,0.460109986132011
"22393",2,"Good","G","SI2",64.3,60,5227,7.87,7.83,5.05,0.90661754226312
"22394",1.55,"Premium","I","VS1",58.2,60,9830,7.69,7.59,4.45,0.416102527407929
"22395",1.43,"Very Good","G","VS2",62.2,58,7405,7.15,7.18,4.46,0.712973012123257
"22396",1.52,"Ideal","I","IF",62.2,57,14272,7.27,7.33,4.54,0.368935107486323
"22397",1.32,"Premium","F","VS2",60.9,59,9865,7.12,7.06,4.32,0.867254192940891
"22398",1.56,"Premium","H","VS2",62.2,58,8548,7.41,7.44,4.62,0.806611103704199
"22399",1.5,"Very Good","H","VS2",58.9,59,7190,7.34,7.43,4.35,0.508249002275988
"22400",2.77,"Premium","H","I1",62.6,62,8866,8.93,8.83,5.56,0.85650773323141
"22401",1.4,"Ideal","G","VS2",62.1,55,11856,7.12,7.05,4.4,0.378482499625534
"22402",1.5,"Good","G","SI1",63.7,59,5414,7.19,7.23,4.59,0.89282934460789
"22403",1.5,"Premium","G","SI1",62.3,58,8283,7.27,7.33,4.55,0.452764147194102
"22404",1.58,"Premium","I","VS1",61.1,59,8009,7.44,7.52,4.57,0.651177434949204
"22405",1.5,"Good","G","SI1",64.2,58,5264,7.14,7.2,4.6,0.205497511662543
"22406",1.52,"Good","H","VS2",63.3,57,5913,7.32,7.33,4.64,0.544707721332088
"22407",1.71,"Very Good","J","VS1",61.9,59,6408,7.6,7.69,4.73,0.996807508170605
"22408",1.75,"Premium","J","VS1",62.2,59,8033,7.7,7.74,4.8,0.983511974802241
"22409",1.21,"Very Good","E","VS1",60,58,7146,6.89,6.97,4.16,0.329575578216463
"22410",1.34,"Premium","F","VS2",61.1,58,9423,7.12,7.05,4.33,0.695118315983564
"22411",1.52,"Premium","D","SI2",59.8,60,9759,7.42,7.5,4.46,0.538187521044165
"22412",1.23,"Very Good","G","VVS1",61.3,57,NA,6.88,6.96,4.24,0.0744884959422052
"22413",1.19,"Ideal","F","VVS2",61.7,56,10572,6.82,6.85,4.22,0.364026582334191
"22414",2.63,"Very Good","J","I1",62.3,61,6656,8.76,8.81,5.47,0.886032529175282
"22415",1.29,"Premium","F","VS1",59.3,60,9878,7.14,7.1,4.22,0.39255467010662
"22416",1.71,"Ideal","I","SI2",61.1,55,10788,7.78,7.73,4.74,0.384759004460648
"22417",1.16,"Ideal","F","VVS2",61.8,56.7,13218,6.7,6.78,4.16,0.693959658034146
"22418",1.25,"Ideal","D","VS1",61.7,56,14689,6.92,7.01,4.3,0.602799423737451
"22419",1.11,"Ideal","D","VS2",61.2,57,NA,6.69,6.71,4.1,0.095884634880349
"22420",1.23,"Ideal","G","VVS2",61.3,56,11865,6.89,6.91,4.23,0.239424403058365
"22421",1.14,"Premium","E","VVS2",59.7,58,8387,6.91,6.83,4.1,0.599423334933817
"22422",1.53,"Very Good","H","SI1",61.3,56,7275,7.42,7.44,4.56,0.978883678792045
"22423",1.57,"Very Good","I","VS2",60.3,58,6164,7.58,7.55,4.56,0.422450796002522
"22424",1.57,"Very Good","H","SI1",59.6,58,7647,7.61,7.65,4.55,0.348324464634061
"22425",1.19,"Ideal","F","VS1",60.5,57,10070,6.82,6.88,4.15,0.227185113588348
"22426",1.5,"Fair","F","SI1",64.3,58,3976,7.04,7.09,4.54,0.519989008782431
"22427",1.01,"Very Good","D","VVS2",62.5,59,7100,6.34,6.4,3.98,0.848738717613742
"22428",1.07,"Ideal","E","VVS2",61.8,54,14893,6.56,6.61,4.07,0.321019055321813
"22429",3.05,"Premium","E","I1",60.9,58,8886,9.26,9.25,5.66,0.758083382388577
"22430",1.2,"Ideal","G","VVS2",61.1,56,14605,6.88,6.91,4.21,0.754711020505056
"22431",1.36,"Ideal","G","VS1",61,56,14495,7.13,7.11,4.34,0.450314046815038
"22432",2.1,"Ideal","I","SI2",63,56,11234,8.18,8.15,5.12,0.763906524982303
"22433",1.71,"Premium","H","VS1",62.1,59,NA,7.63,7.55,4.71,0.0393972017336637
"22434",1.57,"Ideal","I","VS2",62.8,57,11504,7.46,7.37,4.66,0.273505416233093
"22435",1.09,"Very Good","F","VVS1",61.4,58,7011,6.6,6.65,4.07,0.906752319307998
"22436",1,"Very Good","E","VVS1",62.7,54,7110,6.36,6.39,4,0.665925556095317
"22437",1.2,"Ideal","G","VVS2",62.2,53,10654,6.8,6.84,4.24,0.109447469934821
"22438",1.54,"Premium","H","SI1",62.2,58,9803,7.45,7.32,4.59,0.47829822381027
"22439",1.53,"Very Good","H","SI1",61.1,57,6538,7.44,7.45,4.55,0.712899178965017
"22440",1.53,"Very Good","H","SI1",61,61,7527,7.4,7.45,4.53,0.301749176345766
"22441",2.46,"Premium","E","SI2",59.7,59,9847,8.82,8.76,5.25,0.300423766253516
"22442",1.59,"Premium","I","VS2",62.9,56,8243,7.48,7.43,4.69,0.255440233275294
"22443",1.35,"Ideal","G","VS1",60.9,54,12067,7.18,7.15,4.36,0.279075823957101
"22444",1.6,"Ideal","F","SI2",61.7,56,13352,7.5,7.53,4.64,0.918582651764154
"22445",1.7,"Premium","G","SI2",61.9,58,9760,7.61,7.57,4.7,0.43303087237291
"22446",1.53,"Very Good","H","SI1",63.4,55,NA,7.3,7.34,4.64,0.0502337440848351
"22447",1.39,"Very Good","G","VS2",62.6,56,6750,7.08,7.11,4.44,0.827681710012257
"22448",1.01,"Very Good","F","IF",61.9,59,7982,6.38,6.45,3.97,0.855757138459012
"22449",1.72,"Very Good","J","VS2",60.9,61,6874,7.77,7.79,4.74,0.782456257147714
"22450",1.61,"Premium","F","SI1",60.2,58,8815,7.61,7.65,4.59,0.484390044817701
"22451",1.5,"Good","H","VS2",63.6,58,4385,7.27,7.22,4.61,0.528076281305403
"22452",1.5,"Premium","H","VS2",61.2,61,8579,7.32,7.25,4.46,0.767599536338821
"22453",1.5,"Very Good","F","SI1",63,56,6554,7.28,7.32,4.6,0.105493964161724
"22454",1.63,"Premium","I","VS2",61,60,9114,7.62,7.59,4.64,0.633517315378413
"22455",1.56,"Ideal","I","VVS2",62,56,11528,7.39,7.42,4.6,0.779587041586637
"22456",1.21,"Ideal","G","VVS1",61,57,12511,6.93,6.87,4.21,0.726269545033574
"22457",1.5,"Premium","I","VVS2",60.2,58,9532,7.5,7.34,4.47,0.862445348175243
"22458",1.21,"Ideal","G","VVS1",61.4,58,12709,6.85,6.89,4.22,0.980111950077116
"22459",2,"Fair","I","SI2",65.2,59,2361,7.74,7.69,5.03,0.400928857503459
"22460",1.6,"Premium","E","SI2",59.4,59,8971,7.61,7.55,4.5,0.835148464888334
"22461",2,"Fair","I","SI2",67.7,57,2005,7.88,7.64,5.26,0.848781244363636
"22462",1.51,"Premium","H","SI2",61.6,60,8654,7.34,7.27,4.5,0.31327426363714
"22463",1.24,"Premium","G","VVS1",60.4,59,9181,7.02,7.01,4.24,0.99735560733825
"22464",1.1,"Ideal","F","VVS2",61.2,56,12687,6.66,6.74,4.1,0.794921611202881
"22465",1.52,"Premium","D","SI2",61.6,56,NA,7.47,7.39,4.58,0.0598114922177047
"22466",2.01,"Very Good","J","SI2",63.3,56,6090,7.86,7.96,5.01,0.771630166796967
"22467",2,"Ideal","F","I1",60.3,56,10266,8.16,8.27,4.94,0.811016583116725
"22468",1.22,"Premium","F","VVS2",63,56,8513,6.88,6.76,4.3,0.104737154673785
"22469",1.6,"Very Good","I","VS2",60,60,6083,7.55,7.59,4.54,0.763717162190005
"22470",1.52,"Very Good","H","VS1",59.8,57,7079,7.47,7.55,4.49,0.990651976084337
"22471",1.51,"Premium","G","SI1",62.2,58,9813,7.26,7.3,4.53,0.145023044664413
"22472",1.69,"Very Good","I","SI1",61.8,60,7987,7.58,7.61,4.69,0.977885473985225
"22473",1.2,"Very Good","G","IF",60.9,55,NA,6.9,6.93,4.21,0.0518334109801799
"22474",1.01,"Very Good","E","VVS1",63.2,54,6527,6.41,6.31,4.02,0.247027558041736
"22475",1.01,"Very Good","D","VVS2",59.8,57,7846,6.49,6.58,3.91,0.615554122487083
"22476",1.55,"Premium","G","VS2",60.5,60,9336,7.49,7.46,4.52,0.268465130589902
"22477",1.62,"Ideal","I","VS2",62.1,55,13463,7.53,7.58,4.69,0.919823222793639
"22478",1.7,"Premium","I","SI1",59.7,60,9756,7.77,7.72,4.62,0.526475172257051
"22479",1.51,"Ideal","H","SI1",62.8,55,14104,7.32,7.29,4.59,0.646444295998663
"22480",1.21,"Ideal","F","VS1",61.8,56,14654,6.84,6.86,4.23,0.954315732466057
"22481",1.19,"Ideal","G","VVS1",61.6,59,13043,6.78,6.79,4.18,0.332584338262677
"22482",1.24,"Premium","G","IF",60.5,60,9278,6.95,6.91,4.19,0.739708641776815
"22483",1.52,"Premium","D","SI1",61.2,62,8472,7.38,7.36,4.51,0.530490552075207
"22484",1.14,"Ideal","E","VVS2",62.3,55,13482,6.68,6.71,4.17,0.63605170045048
"22485",1.51,"Good","F","SI1",64.2,57,4470,7.09,7.2,4.59,0.276794470148161
"22486",1.04,"Very Good","F","IF",59.8,56,NA,6.64,6.71,3.99,0.0176634392701089
"22487",1.5,"Premium","D","SI2",59.9,62,8578,7.4,7.37,4.42,0.528161917580292
"22488",1.54,"Very Good","I","VVS2",62.7,57,7258,7.35,7.43,4.63,0.448813427472487
"22489",1.51,"Premium","H","SI1",60.6,59,8030,7.45,7.41,4.5,0.624450769508258
"22490",1.7,"Ideal","I","SI1",61.8,55,11988,7.62,7.57,4.69,0.496191556798294
"22491",1.62,"Very Good","H","SI1",62.8,59,6946,7.4,7.45,4.66,0.121093864319846
"22492",1.57,"Ideal","H","SI1",60.5,57,14772,7.6,7.57,4.59,0.495509881759062
"22493",1.56,"Very Good","I","VS1",58.2,59,7558,7.65,7.7,4.47,0.251896528061479
"22494",2,"Good","D","SI2",63.8,57,5801,7.93,7.88,5.04,0.874234328046441
"22495",2,"Premium","I","SI2",62.3,57,8094,8.12,8.05,5.03,0.826455673668534
"22496",1.29,"Premium","F","VS1",60.9,58,9753,7.01,6.97,4.26,0.823849245207384
"22497",1.71,"Ideal","H","VS2",63,57,10250,7.57,7.53,4.76,0.291265229927376
"22498",1.71,"Premium","H","SI2",62.3,58,9584,7.66,7.62,4.76,0.625091033987701
"22499",1.56,"Ideal","H","SI1",62.4,53.7,14630,7.43,7.48,4.65,0.163763817865402
"22500",1.28,"Ideal","G","VS1",62.1,56,10673,6.97,6.94,4.32,0.860475134802982
"22501",1.22,"Ideal","D","VS2",61.7,56,10121,6.89,6.86,4.24,0.786892386851832
"22502",1.04,"Premium","E","VVS1",62.5,59,9666,6.46,6.41,4.02,0.543802691390738
"22503",1.33,"Ideal","G","VS1",62,55,13999,7.12,7.07,4.4,0.589575658086687
"22504",1.59,"Premium","H","SI1",60.6,60,8300,7.59,7.53,4.58,0.410051652230322
"22505",1.5,"Ideal","G","SI2",60.5,57,13382,7.4,7.43,4.49,0.861806873232126
"22506",1.58,"Ideal","H","SI1",61.4,56,11488,7.46,7.53,4.6,0.620827187551185
"22507",1.51,"Very Good","D","SI2",61.7,59,7823,7.28,7.35,4.51,0.287049178034067
"22508",1.15,"Ideal","D","VS2",61,57,NA,6.76,6.78,4.13,0.0167438958305866
"22509",1.03,"Premium","F","VVS1",59.7,60,8262,6.63,6.57,3.94,0.218815976055339
"22510",1.55,"Very Good","H","VS2",63.3,56,6026,7.38,7.32,4.65,0.14007683400996
"22511",1.51,"Premium","H","VS2",61.5,58,9233,7.45,7.32,4.45,0.231098502874374
"22512",1.51,"Premium","H","VS2",63,58,9390,7.34,7.27,4.6,0.744950264459476
"22513",1.57,"Ideal","E","SI2",61.4,56,10386,7.52,7.44,4.59,0.851422693114728
"22514",1.5,"Very Good","I","VVS2",59.7,60,6606,7.46,7.62,4.5,0.799284590641037
"22515",1.66,"Premium","E","SI2",62.6,58,9547,7.53,7.48,4.7,0.966824642615393
"22516",1.51,"Ideal","G","VS2",62.8,57,NA,7.33,7.26,4.58,0.0804506277199835
"22517",1.51,"Fair","G","VS2",58.1,67,2868,7.59,7.49,4.38,0.76089250924997
